entity,code,theyear,prevalence_mental_disorders_male_percent,prevalence_mental_disorders_female_percent,population_historical_estimates,continent,unique_id,happiness_rank,country,region,happiness_score,economy_gdp_per_capita,family_social_support,health_life_expectancy,freedom,trust_government_corruption,generosity,the_year
Comoros,COM,2016,11.77000563,12.52261538,795597,,137,138,Comoros,Sub-Saharan Africa,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2016
Comoros,COM,2019,11.84372504,12.54670714,850891,,141,142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019
Costa Rica,CRI,2015,12.55075018,13.3223338,4847805,North America,11,12,Costa Rica,Latin America and Caribbean,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,2015
Costa Rica,CRI,2016,12.5677756,13.3332529,4899336,,13,14,Costa Rica,Latin America and Caribbean,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,2016
Costa Rica,CRI,2017,12.5709985,13.33310663,4949955,,11,12,Costa Rica,Latin America and Caribbean,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229,2017
Costa Rica,CRI,2018,12.57491271,13.33438207,4999443,,12,13,Costa Rica,Latin America and Caribbean,7.072,1.01,1.459,0.817,0.632,0.101,0.143,2018
Costa Rica,CRI,2019,12.58063821,13.33353202,5047561,,11,12,Costa Rica,Latin America and Caribbean,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2019
Croatia,HRV,2015,10.95061198,12.20025002,4232874,Europe,61,62,Croatia,Central and Eastern Europe,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2015
Croatia,HRV,2016,10.97910947,12.22892985,4208611,,73,74,Croatia,Central and Eastern Europe,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2016
Croatia,HRV,2017,11.00031992,12.25502531,4182846,,76,77,Croatia,Central and Eastern Europe,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976,2017
Croatia,HRV,2018,10.9967462,12.2679544,4156407,,81,82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.38,0.039,0.12,2018
Croatia,HRV,2019,10.98428795,12.28833849,4130299,,74,75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.022,0.119,2019
Cyprus,CYP,2015,14.56748786,16.61257192,1160987,Europe,66,67,Cyprus,Western Europe,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,2015
Cyprus,CYP,2016,14.55487501,16.58358434,1170189,,68,69,Cyprus,Western Europe,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2016
Cyprus,CYP,2017,14.54794476,16.54966428,1179685,,64,65,Cyprus,Western Europe,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301,2017
Cyprus,CYP,2018,14.5556069,16.58608812,1189262,,60,61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018
Cyprus,CYP,2019,14.57588169,16.68549633,1198574,,48,49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.041,0.19,2019
Denmark,DNK,2015,12.83845181,15.49025616,5688695,Europe,2,3,Denmark,Western Europe,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2015
Denmark,DNK,2016,12.84786908,15.46563076,5711346,,0,1,Denmark,Western Europe,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2016
Denmark,DNK,2017,12.85357523,15.43875896,5732277,,1,2,Denmark,Western Europe,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,2017
Denmark,DNK,2018,12.82247669,15.40980481,5752131,,2,3,Denmark,Western Europe,7.555,1.351,1.59,0.868,0.683,0.408,0.284,2018
Denmark,DNK,2019,12.74550173,15.36412222,5771877,,1,2,Denmark,Western Europe,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2019
Djibouti,DJI,2015,11.67509885,12.39067495,913998,Africa,125,126,Djibouti,Sub-Saharan Africa,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2015
Dominican Republic,DOM,2015,14.83498971,15.12835091,10281675,North America,97,98,Dominican Republic,Latin America and Caribbean,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,2015
Dominican Republic,DOM,2016,14.8227597,15.1376377,10397738,,88,89,Dominican Republic,Latin America and Caribbean,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,2016
Dominican Republic,DOM,2017,14.80004193,15.14666979,10513111,,85,86,Dominican Republic,Latin America and Caribbean,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785,2017
Dominican Republic,DOM,2018,14.8205236,15.1660984,10627147,,82,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.106,0.12,2018
Dominican Republic,DOM,2019,14.8507396,15.19334007,10738957,,76,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.101,0.113,2019
Ecuador,ECU,2015,14.07131535,15.09601729,16212022,South America,47,48,Ecuador,Latin America and Caribbean,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2015
Ecuador,ECU,2016,14.07659319,15.09348793,16491116,,50,51,Ecuador,Latin America and Caribbean,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2016
Ecuador,ECU,2017,14.07343813,15.09260486,16785356,,43,44,Ecuador,Latin America and Caribbean,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465,2017
Ecuador,ECU,2018,14.05699507,15.09113426,17084359,,47,48,Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018
Ecuador,ECU,2019,14.01068444,15.09430729,17373657,,49,50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019
Egypt,EGY,2015,13.94597484,15.25725883,92442549,Africa,134,135,Egypt,Middle East and Northern Africa,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,2015
Egypt,EGY,2016,13.93419291,15.23657368,94447071,,119,120,Egypt,Middle East and Northern Africa,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,2016
Egypt,EGY,2017,13.92912377,15.21710728,96442590,,103,104,Egypt,Middle East and Northern Africa,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,2017
Egypt,EGY,2018,13.92200291,15.23502181,98423602,,121,122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018
Egypt,EGY,2019,13.92503011,15.28907997,100388076,,136,137,Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019
El Salvador,SLV,2015,12.54446833,13.7122074,6325121,North America,41,42,El Salvador,Latin America and Caribbean,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,2015
El Salvador,SLV,2016,12.5468185,13.71791233,6356137,,45,46,El Salvador,Latin America and Caribbean,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,2016
El Salvador,SLV,2017,12.54731847,13.72426393,6388124,,44,45,El Salvador,Latin America and Caribbean,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985,2017
El Salvador,SLV,2018,12.54675204,13.71932139,6420740,,39,40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018
El Salvador,SLV,2019,12.54327596,13.69661971,6453550,,34,35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2019
Estonia,EST,2015,11.77953064,12.48311636,1315330,Europe,72,73,Estonia,Central and Eastern Europe,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,2015
Estonia,EST,2016,11.77585943,12.45922786,1316507,,71,72,Estonia,Central and Eastern Europe,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,2016
Estonia,EST,2017,11.76842896,12.4410468,1319389,,65,66,Estonia,Central and Eastern Europe,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811,2017
Estonia,EST,2018,11.76390067,12.45343364,1322913,,62,63,Estonia,Central and Eastern Europe,5.739,1.2,1.532,0.737,0.553,0.174,0.086,2018
Estonia,EST,2019,11.75335483,12.4925648,1325649,,54,55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019
Ethiopia,ETH,2015,12.21222813,12.84915057,100835453,Africa,121,122,Ethiopia,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2015
Ethiopia,ETH,2016,12.19141896,12.83666274,103603461,,114,115,Ethiopia,Sub-Saharan Africa,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2016
Ethiopia,ETH,2017,12.1732635,12.82642021,106399926,,118,119,Ethiopia,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2017
Ethiopia,ETH,2018,12.16590954,12.80318539,109224410,,126,127,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.146,0.22,2018
Ethiopia,ETH,2019,12.16879572,12.77433102,112078727,,133,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.1,0.209,2019
Finland,FIN,2015,15.05029158,14.88503401,5481128,Europe,5,6,Finland,Western Europe,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2015
Finland,FIN,2016,15.02869188,14.80302335,5497714,,4,5,Finland,Western Europe,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2016
Finland,FIN,2017,15.00952551,14.7204996,5511372,,4,5,Finland,Western Europe,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773,2017
Finland,FIN,2018,15.02892673,14.75721096,5522585,,0,1,Finland,Western Europe,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2018
Finland,FIN,2019,15.05709868,14.84997867,5532159,,0,1,Finland,Western Europe,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2019
France,FRA,2015,14.92873966,18.15817512,64453194,Europe,28,29,France,Western Europe,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2015
France,FRA,2016,14.93753899,18.15308765,64667590,,31,32,France,Western Europe,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2016
France,FRA,2017,14.94233164,18.15259564,64842513,,30,31,France,Western Europe,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307,2017
France,FRA,2018,14.93671134,18.14841922,64990512,,22,23,France,Western Europe,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2018
France,FRA,2019,14.93746798,18.1397301,65129731,,23,24,France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2019
Gabon,GAB,2015,12.75802529,13.38748769,1947690,Africa,142,143,Gabon,Sub-Saharan Africa,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,2015
Gabon,GAB,2016,12.76345387,13.41506895,2007882,,133,134,Gabon,Sub-Saharan Africa,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,2016
Gabon,GAB,2017,12.77157788,13.44148926,2064812,,117,118,Gabon,Sub-Saharan Africa,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,2017
Gabon,GAB,2018,12.77595777,13.43383264,2119275,,102,103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018
Gabon,GAB,2019,12.77801075,13.40118063,2172578,,103,104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019
Gambia,GMB,2019,11.32312634,14.64734499,2347696,,119,120,Gambia,-,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019
Georgia,GEO,2015,10.93884466,10.94043667,4024180,Asia,129,130,Georgia,Central and Eastern Europe,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,2015
Georgia,GEO,2016,10.92542933,10.92834706,4015457,,125,126,Georgia,Central and Eastern Europe,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,2016
Georgia,GEO,2017,10.91717238,10.91991955,4008723,,124,125,Georgia,Central and Eastern Europe,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,2017
Georgia,GEO,2018,10.93574861,10.9330407,4002946,,127,128,Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.215,0.038,2018
Georgia,GEO,2019,10.99433836,10.96952217,3996762,,118,119,Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019
Germany,DEU,2015,13.49571799,16.87082685,81787411,Europe,25,26,Germany,Western Europe,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2015
Germany,DEU,2016,13.45746328,16.81101563,82193770,,15,16,Germany,Western Europe,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2016
Germany,DEU,2017,13.41968059,16.72353475,82658409,,15,16,Germany,Western Europe,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917,2017
Germany,DEU,2018,13.40987962,16.65917781,83124413,,14,15,Germany,Western Europe,6.965,1.34,1.474,0.861,0.586,0.28,0.273,2018
Germany,DEU,2019,13.39284343,16.57127738,83517046,,16,17,Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2019
Ghana,GHA,2015,11.09007815,11.63949438,27849203,Africa,113,114,Ghana,Sub-Saharan Africa,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2015
Ghana,GHA,2016,11.09307557,11.64024209,28481947,,123,124,Ghana,Sub-Saharan Africa,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2016
Ghana,GHA,2017,11.1028109,11.64648959,29121464,,130,131,Ghana,Sub-Saharan Africa,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,2017
Ghana,GHA,2018,11.1087483,11.63350471,29767108,,107,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018
Ghana,GHA,2019,11.10927555,11.61262414,30417858,,97,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2019
Greece,GRC,2015,15.87498847,17.97647117,10659737,Europe,101,102,Greece,Western Europe,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0,2015
Greece,GRC,2016,15.92691564,18.00267758,10615183,,98,99,Greece,Western Europe,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0,2016
Greece,GRC,2017,15.99124617,18.05256334,10569449,,86,87,Greece,Western Europe,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0,2017
Greece,GRC,2018,15.96215991,18.09618363,10522244,,78,79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.044,0,2018
Greece,GRC,2019,15.85285605,18.11376093,10473452,,81,82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.034,0,2019
Guatemala,GTM,2015,12.34490885,13.89093292,16252425,North America,42,43,Guatemala,Latin America and Caribbean,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2015
Guatemala,GTM,2016,12.36731093,13.91313676,16583079,,38,39,Guatemala,Latin America and Caribbean,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,2016
Guatemala,GTM,2017,12.38881778,13.931743,16914979,,28,29,Guatemala,Latin America and Caribbean,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,2017
Guatemala,GTM,2018,12.38570493,13.91636266,17247855,,29,30,Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2018
Guatemala,GTM,2019,12.37350392,13.87218139,17581476,,26,27,Guatemala,Latin America and Caribbean,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2019
Guinea,GIN,2015,11.29721831,12.39258556,11432096,Africa,149,150,Guinea,Sub-Saharan Africa,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,2015
Guinea,GIN,2016,11.28493861,12.38814211,11738434,,150,151,Guinea,Sub-Saharan Africa,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2016
Guinea,GIN,2017,11.28322553,12.37680048,12067516,,148,149,Guinea,Sub-Saharan Africa,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,2017
Guinea,GIN,2018,11.28701323,12.35899369,12414292,,139,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018
Guinea,GIN,2019,11.3019319,12.33326797,12771246,,117,118,Guinea,Sub-Saharan Africa,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2019
Haiti,HTI,2015,14.90302336,15.19610672,10695540,North America,118,119,Haiti,Latin America and Caribbean,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2015
Haiti,HTI,2016,14.89407723,15.22061281,10839976,,135,136,Haiti,Latin America and Caribbean,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2016
Haiti,HTI,2017,14.88648877,15.24074477,10982367,,144,145,Haiti,Latin America and Caribbean,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,2017
Haiti,HTI,2018,14.89443624,15.25097352,11123183,,147,148,Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018
Haiti,HTI,2019,14.91313938,15.24943067,11263079,,146,147,Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.11,0.419,2019
Honduras,HND,2015,12.10786834,13.18072751,9112904,North America,104,105,Honduras,Latin America and Caribbean,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,2015
Honduras,HND,2016,12.11319631,13.18884015,9270794,,103,104,Honduras,Latin America and Caribbean,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2016
Honduras,HND,2017,12.11975266,13.19403787,9429016,,90,91,Honduras,Latin America and Caribbean,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,2017
Honduras,HND,2018,12.12082519,13.18178132,9587523,,71,72,Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2018
Honduras,HND,2019,12.12316203,13.15598788,9746115,,58,59,Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2019
Hong Kong,HKG,2015,,,7185992,Asia,71,72,Hong Kong,Eastern Asia,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,2015
Hong Kong,HKG,2016,,,7243541,,74,75,Hong Kong,Eastern Asia,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,2016
Hong Kong,HKG,2018,,,7371728,,75,76,Hong Kong,Eastern Asia,5.43,1.405,1.29,1.03,0.524,0.291,0.246,2018
Hong Kong,HKG,2019,,,7436157,,75,76,Hong Kong,Eastern Asia,5.43,1.438,1.277,1.122,0.44,0.287,0.258,2019
Hungary,HUN,2015,10.75882325,11.76527643,9777925,Europe,103,104,Hungary,Central and Eastern Europe,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,2015
Hungary,HUN,2016,10.76854175,11.75509412,9752970,,90,91,Hungary,Central and Eastern Europe,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,2016
Hungary,HUN,2017,10.77402687,11.74586734,9729822,,74,75,Hungary,Central and Eastern Europe,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,2017
Hungary,HUN,2018,10.75488986,11.75100661,9707502,,68,69,Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.022,0.061,2018
Hungary,HUN,2019,10.71341926,11.76113535,9684680,,61,62,Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2019
Iceland,ISL,2015,13.94515535,15.17558405,330237,Europe,1,2,Iceland,Western Europe,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2015
Iceland,ISL,2016,13.95504326,15.16753642,332209,,2,3,Iceland,Western Europe,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2016
Iceland,ISL,2017,13.96219415,15.15633201,334395,,2,3,Iceland,Western Europe,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,2017
Iceland,ISL,2018,13.96769706,15.1729801,336712,,3,4,Iceland,Western Europe,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2018
Iceland,ISL,2019,13.97181284,15.21066981,339037,,3,4,Iceland,Western Europe,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2019
India,IND,2015,13.52454881,14.34194632,1310152392,Asia,116,117,India,Southern Asia,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2015
India,IND,2016,13.5119066,14.31307286,1324517250,,117,118,India,Southern Asia,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2016
India,IND,2017,13.49357102,14.28105447,1338676779,,121,122,India,Southern Asia,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,2017
India,IND,2018,13.45285873,14.20272265,1352642283,,132,133,India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.093,0.172,2018
India,IND,2019,13.38593323,14.0630795,1366417756,,139,140,India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.085,0.2,2019
Indonesia,IDN,2015,10.1375042,11.20016729,258383257,Asia,73,74,Indonesia,Southeastern Asia,5.399,0.82827,1.08708,0.63793,0.46611,0,0.51535,2015
Indonesia,IDN,2016,10.11631858,11.17728695,261556386,,78,79,Indonesia,Southeastern Asia,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2016
Indonesia,IDN,2017,10.09652729,11.15538284,264650968,,80,81,Indonesia,Southeastern Asia,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,2017
Indonesia,IDN,2018,10.09341467,11.1664404,267670549,,95,96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018
Indonesia,IDN,2019,10.10577863,11.21240303,270625567,,91,92,Indonesia,Southeastern Asia,5.192,0.931,1.203,0.66,0.491,0.028,0.498,2019
Iran,IRN,2015,18.43086128,20.24023144,78492208,Asia,109,110,Iran,Middle East and Northern Africa,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,2015
Iran,IRN,2016,18.3178739,20.13061353,79563991,,104,105,Iran,Middle East and Northern Africa,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,2016
Iran,IRN,2017,18.19323362,19.99891977,80673888,,107,108,Iran,Middle East and Northern Africa,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,2017
Iran,IRN,2018,18.09572887,19.93296028,81800204,,105,106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018
Iran,IRN,2019,17.91594335,19.83651865,82913893,,116,117,Iran,Middle East and Northern Africa,4.548,1.1,0.842,0.785,0.305,0.125,0.27,2019
Iraq,IRQ,2015,13.84812293,16.20725026,35572269,Asia,111,112,Iraq,Middle East and Northern Africa,4.677,0.98549,0.81889,0.60237,0,0.13788,0.17922,2015
Iraq,IRQ,2016,13.81781235,16.14974925,36610632,,111,112,Iraq,Middle East and Northern Africa,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,2016
Iraq,IRQ,2017,13.78306396,16.09233389,37552789,,116,117,Iraq,Middle East and Northern Africa,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,2017
Iraq,IRQ,2018,13.76423473,16.0768349,38433604,,116,117,Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.095,0.148,2018
Iraq,IRQ,2019,13.75160354,16.06865837,39309789,,125,126,Iraq,Middle East and Northern Africa,4.437,1.043,0.98,0.574,0.241,0.089,0.148,2019
Ireland,IRL,2015,16.7368905,18.54665541,4652420,Europe,17,18,Ireland,Western Europe,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,2015
Ireland,IRL,2016,16.82598888,18.65006268,4695790,,18,19,Ireland,Western Europe,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2016
Ireland,IRL,2017,16.90818874,18.73957023,4753281,,14,15,Ireland,Western Europe,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,2017
Ireland,IRL,2018,16.83954819,18.64393985,4818694,,13,14,Ireland,Western Europe,6.977,1.448,1.583,0.876,0.614,0.306,0.307,2018
Ireland,IRL,2019,16.66890158,18.43148231,4882498,,15,16,Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.31,0.298,2019
Israel,ISR,2015,14.22366703,14.64107395,7978496,Asia,10,11,Israel,Middle East and Northern Africa,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,2015
Israel,ISR,2016,14.26526195,14.59358936,8108984,,10,11,Israel,Middle East and Northern Africa,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,2016
Israel,ISR,2017,14.31371638,14.5566191,8243849,,10,11,Israel,Middle East and Northern Africa,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,2017
Israel,ISR,2018,14.31100181,14.56463623,8381507,,18,19,Israel,Middle East and Northern Africa,6.814,1.301,1.559,0.883,0.533,0.272,0.354,2018
Israel,ISR,2019,14.30884223,14.59033317,8519373,,12,13,Israel,Middle East and Northern Africa,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2019
Italy,ITA,2015,13.70809926,16.39361023,60578489,Europe,49,50,Italy,Western Europe,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2015
Italy,ITA,2016,13.67894476,16.32414849,60663068,,49,50,Italy,Western Europe,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2016
Italy,ITA,2017,13.64375696,16.25344511,60673694,,47,48,Italy,Western Europe,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,2017
Italy,ITA,2018,13.64091774,16.26815421,60627291,,46,47,Italy,Western Europe,6,1.264,1.501,0.946,0.281,0.028,0.137,2018
Italy,ITA,2019,13.64346602,16.30998964,60550092,,35,36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.03,0.158,2019
Jamaica,JAM,2015,14.0958718,13.71276257,2891024,North America,64,65,Jamaica,Latin America and Caribbean,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2015
Jamaica,JAM,2016,14.09002565,13.7154122,2906242,,72,73,Jamaica,Latin America and Caribbean,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2016
Jamaica,JAM,2017,14.07689163,13.71037632,2920848,,75,76,Jamaica,Latin America and Caribbean,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,2017
Jamaica,JAM,2018,14.09464681,13.75945127,2934853,,55,56,Jamaica,Latin America and Caribbean,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2018
Jamaica,JAM,2019,14.12850388,13.85614564,2948277,,55,56,Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2019
Japan,JPN,2015,11.74727155,9.512378859,127985139,Asia,45,46,Japan,Eastern Asia,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,2015
Japan,JPN,2016,11.75195309,9.495569173,127763267,,52,53,Japan,Eastern Asia,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,2016
